series,symbol,parameter,condition,min,typ,max,unit,#,confidence,basis,datasheet
CH32H415;CH32H416;CH32H417,t_erase_sec,Sector erase time,"DBMODE = 0, single 4K bytes",,3,10,ms,#,confirmed,CH32H417DS0.PDF:zh(p.90)+CH32H417DS0.PDF:en(p.104),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,t_erase_sec,Sector erase time,"DBMODE = 1, single 8K bytes",,,,ms,#,confirmed,CH32H417DS0.PDF:zh(p.90)+CH32H417DS0.PDF:en(p.104),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,t_prog_page,Page (256 bytes) programming time,,,1.5,3,ms,#,confirmed,CH32H417DS0.PDF:zh(p.90)+CH32H417DS0.PDF:en(p.104),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,t_s,Sampling time,,1.5,,239.5,1/fADC,#,confirmed,CH32H417DS0.PDF:zh(p.119)+CH32H417DS0.PDF:en(p.135),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,t_s,Sampling time,,3.5,,239.5,1/fADC,#,confirmed,CH32H417DS0.PDF:zh(p.119)+CH32H417DS0.PDF:en(p.135),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,t_s,Sampling time,,,1,,1/fHSADC,#,confirmed,CH32H417DS0.PDF:zh(p.121)+CH32H417DS0.PDF:en(p.137),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,t_s,Sampling time,f = 14MHz ADC,0.107,,17.11,us,#,confirmed,CH32H417DS0.PDF:zh(p.119)+CH32H417DS0.PDF:en(p.135),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,t_s,Sampling time,f = 80MHz ADC,0.037,,2.49,us,#,confirmed,CH32H417DS0.PDF:zh(p.119)+CH32H417DS0.PDF:en(p.135),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,t_s,Sampling time,f = HSADC 100MHz,,10,,ns,#,confirmed,CH32H417DS0.PDF:zh(p.121)+CH32H417DS0.PDF:en(p.137),CH32H417DS0.PDF
CH32L103;CH32M103,ACC_HSI,Accuracy of HSI oscillator (after calibration),T_A = 0℃~70℃,-1.6,,1.6,%,#,reference,CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,ACC_HSI,Accuracy of HSI oscillator (after calibration),T_A = Ambient temperature range as shown in Table 3-2-1,-2.2,,2.2,%,#,reference,CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,C,Suggested load capacitance with corresponding crystal serial impedance R S,R =60Ω(1) S,,20,,pF,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,C_ADC,Internal sample and hold capacitor,,,4,,pF,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,C_IO,I/O pin capacitor,,,5,,pF,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,C_in(HSE),OSC_IN input capacitance,,,5,,pF,#,reference,CH32L103DS0.PDF:en(p.46),CH32L103DS0.PDF
CH32L103;CH32M103,C_in(LSE),OSC32_IN input capacitance,,,5,,pF,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,DuCy_HSE,Duty Cycle,,,50,,%,#,reference,CH32L103DS0.PDF:en(p.46),CH32L103DS0.PDF
CH32L103;CH32M103,DuCy_HSI,Duty Cycle,,45,50,55,%,#,reference,CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,DuCy_LSE,Duty Cycle,,,50,,%,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,DuCy_LSI,Duty Cycle,,45,50,55,%,#,confirmed,CH32L103DS0.PDF:zh(p.41)+CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,ED,Differential nonlinear error,,,±2,±5,LSB,#,confirmed,CH32L103DS0.PDF:zh(p.49)+CH32L103DS0.PDF:en(p.58),CH32L103DS0.PDF
CH32L103;CH32M103,EL,Integral nonlinear error,,,±3,±5,LSB,#,confirmed,CH32L103DS0.PDF:zh(p.49)+CH32L103DS0.PDF:en(p.58),CH32L103DS0.PDF
CH32L103;CH32M103,ET,Total error,"f_DD = 14MHz, ADC R < 10kΩ, AIN V_DD = 3.3V, 15mV < V < (V -15mV) AIN Measurements are calibrated.",,±3,±8,LSB,#,confirmed,CH32L103DS0.PDF:zh(p.49)+CH32L103DS0.PDF:en(p.58),CH32L103DS0.PDF
CH32L103;CH32M103,F_HCLK,Internal HB clock frequency,,,,96,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,F_HCLK(USB),CPU frequency permitted while USB is in use,USB in use,,48,,MHz,#,confirmed,CH32L103RM.PDF:zh(p.16)+CH32L103RM.PDF:en(p.19),CH32L103RM.PDF
CH32L103;CH32M103,F_HCLK(USB),CPU frequency permitted while USB is in use,USB in use,,72,,MHz,#,confirmed,CH32L103RM.PDF:zh(p.16)+CH32L103RM.PDF:en(p.19),CH32L103RM.PDF
CH32L103;CH32M103,F_HCLK(USB),CPU frequency permitted while USB is in use,USB in use,,96,,MHz,#,confirmed,CH32L103RM.PDF:zh(p.16)+CH32L103RM.PDF:en(p.19),CH32L103RM.PDF
CH32L103;CH32M103,F_HSE_ext,External clock frequency,,3,8,25,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.38)+CH32L103DS0.PDF:en(p.46),CH32L103DS0.PDF
CH32L103;CH32M103,F_HSI,Frequency (after calibration),,,8,,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.40)+CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,F_HSI,Frequency (after calibration),Low-power mode,,1,,MHz,#,reference,CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,F_LSE_ext,User external clock frequency,,,32.768,1000,KHz,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,F_LSI,Frequency,,27,37,47,KHz,#,confirmed,CH32L103DS0.PDF:zh(p.41)+CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,F_MAIN,System main frequency,,,,96,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.1)+CH32L103DS0.PDF:en(p.1),CH32L103DS0.PDF
CH32L103;CH32M103,F_OSC_IN,Resonator frequency,,3,8,25,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,F_PCLK1,Internal PB1 clock frequency,,,,96,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,F_PCLK2,Internal PB2 clock frequency,,,,96,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,F_PLL_IN,PLL input clock,,3,8,25,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.41)+CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,F_PLL_OUT,PLL multiplier output clock,,18,,96,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.41)+CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,F_USBCLK,USB module clock frequency,USB in use,48,48,48,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.11)+CH32L103DS0.PDF:en(p.16),CH32L103DS0.PDF
CH32L103;CH32M103,I_2,HSE drive current,"Low-power, V_DD = 3.3V, 20p load",,0.55,,mA,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,I_2,HSE drive current,V_DD = 3.3V，20p load,,1,,mA,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,I_DD(HSI),HSI oscillator power consumption,,,200,,uA,#,reference,CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,I_DD(HSI),HSI oscillator power consumption,Low-power mode,,24,,uA,#,reference,CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,I_DD(LSI),LSI oscillator power consumption,,,150,,nA,#,confirmed,CH32L103DS0.PDF:zh(p.41)+CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,I_DD(PLL),PLL power consumption,"Input frequency 8M, Output frequency 96M",,0.15,,mA,#,confirmed,CH32L103DS0.PDF:zh(p.41)+CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,I_DDA,Supply current,f_S = 1MHz Buffer off,,0.45,,mA,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,I_DDA,Supply current,f_S = 1MHz Buffer on,,1.21,,mA,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,I_DDA,Supply current,f_S = 2.4MHz Buffer off,,1.2,,mA,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,I_DDA,Supply current,f_S = 2.4MHz Buffer on,,1.96,,mA,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,I_L,OSC_IN input leakage current,,,,±1,uA,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.46),CH32L103DS0.PDF
CH32L103;CH32M103,I_L,OSC32_IN input leakage current,,,,±1,uA,#,reference,CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,I_Q,Total static current of V and HV V HREG,V = V = 11.5V HV HREG,,52,,uA,#,confirmed,CH32L103DS0.PDF:zh(p.38)+CH32L103DS0.PDF:en(p.46),CH32L103DS0.PDF
CH32L103;CH32M103,I_Q,Total static current of V and HV V HREG,V = V = 12.5V HV HREG,,97,,uA,#,confirmed,CH32L103DS0.PDF:zh(p.38)+CH32L103DS0.PDF:en(p.46),CH32L103DS0.PDF
CH32L103;CH32M103,I_Q,Total static current of V and HV V HREG,V = V = 24V HV HREG,,130,,uA,#,confirmed,CH32L103DS0.PDF:zh(p.38)+CH32L103DS0.PDF:en(p.46),CH32L103DS0.PDF
CH32L103;CH32M103,I_Q,Total static current of V and HV V HREG,V = V = 6V HV HREG,,41,,uA,#,confirmed,CH32L103DS0.PDF:zh(p.38)+CH32L103DS0.PDF:en(p.46),CH32L103DS0.PDF
CH32L103;CH32M103,I_lkg,Standard I/O pin input leakage current,,,,1,uA,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,I_lkg,FT I/O pin input leakage current,,,,3,uA,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,N_END,Endurance,T_A = 25℃,300K,,,Times,#,reference,CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,N_END,Endurance,T_A = 70℃,100K,,,Times,#,reference,CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,R_ADC,Sampling switch resistance,,,0.6,1.5,kΩ,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,R_AIN,External input impedance,,,,50,kΩ,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,R_F,Feedback resistance,,,250,,kΩ,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,R_F,Feedback resistance,,,5,,MΩ,#,confirmed,CH32L103DS0.PDF:zh(p.40)+CH32L103DS0.PDF:en(p.48),CH32L103DS0.PDF
CH32L103;CH32M103,R_PD,Pull-down equivalent group,,30,40,50,kΩ,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,R_PU,Pull-up equivalent group,,30,40,50,kΩ,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,T_A,Ambient temperature,Chips with a model number ending in 6,-40,,85,℃,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,T_A,Ambient temperature,Chips with a model number ending in 7,-40,,105,℃,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,T_J,Junction temperature range,Chips with a model number ending in 6,-40,,105,℃,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,T_J,Junction temperature range,Chips with a model number ending in 7,-40,,115,℃,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,V_AIN,Conversion voltage range,,0,,VDDA,V,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,V_BAT,Backup unit operating voltage,,1.8,,3.6,V,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,V_DD,Standard operating voltage,,1.8,,3.6,V,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,V_DD,Standard operating voltage,Use USB,3.0,,3.6,V,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,V_DDA,Operating voltage of the analog section,With TS,2.0,,3.6,V,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,V_DDA,Operating voltage of the analog section,Without TS,1.8,,3.6,V,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.38),CH32L103DS0.PDF
CH32L103;CH32M103,V_DDA,Supply voltage,f_S < 200KHz,1.8,,3.6,V,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,V_DDA,Supply voltage,f_S = 2.4MHz,3,,3.6,V,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,V_HSEH,OSC_IN input pin high level voltage,,0.8VDD,,VDD,V,#,confirmed,CH32L103DS0.PDF:zh(p.38)+CH32L103DS0.PDF:en(p.46),CH32L103DS0.PDF
CH32L103;CH32M103,V_HSEL,OSC_IN input pin low level voltage,,0,,0.2VDD,V,#,confirmed,CH32L103DS0.PDF:zh(p.38)+CH32L103DS0.PDF:en(p.46),CH32L103DS0.PDF
CH32L103;CH32M103,V_IH,"Standard I/O pin, input high-level voltage",,0.41*(VDD-1.8)+1.3,,VDD+0.3,V,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,V_IH,"FT I/O pin, input high-level voltage",,0.42*(VDD-1.8)+1.2,,5.0,V,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,V_IH,"BOOT0 pin, input high-level voltage",,0.85*VDD,,VDD+0.3,V,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,V_IL,"Standard I/O pin, input low-level voltage",,-0.3,,0.28*(VDD-1.8)+0.6,V,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,V_IL,"FT I/O pin, input low-level voltage",,-0.3,,0.32*(VDD-1.8)+0.55,V,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,V_LSEH,OSC32_IN input pin high level voltage,,0.8VDD,,VDD,V,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,V_LSEL,OSC32_IN input pin low voltage,,0,,0.2VDD,V,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,V_PVD,Level selection of programmable voltage detector,PLS[2:0] = 000 (falling edge),,1.70,,V,#,reference,CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,V_PVD,Level selection of programmable voltage detector,PLS[2:0] = 000 (rising edge),,1.75,,V,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,V_PVD,Level selection of programmable voltage detector,PLS[2:0] = 001 (falling edge),,1.87,,V,#,reference,CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,V_PVD,Level selection of programmable voltage detector,PLS[2:0] = 001 (rising edge),,1.93,,V,#,reference,CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,V_PVD,Level selection of programmable voltage detector,PLS[2:0] = 010 (falling edge),,2.08,,V,#,reference,CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,V_PVD,Level selection of programmable voltage detector,PLS[2:0] = 010 (rising edge),,2.14,,V,#,reference,CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,V_PVD,Level selection of programmable voltage detector,PLS[2:0] = 011 (falling edge),,2.28,,V,#,reference,CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,V_PVD,Level selection of programmable voltage detector,PLS[2:0] = 011 (rising edge),,2.35,,V,#,reference,CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,V_PVD,Level selection of programmable voltage detector,PLS[2:0] = 100 (falling,,2.46,,V,#,reference,CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,V_PVD,Level selection of programmable voltage detector,PLS[2:0] = 100 (rising edge),,2.54,,V,#,reference,CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,V_hys,Standard I/O pin Schmitt trigger voltage hysteresis,,150,,,mV,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,V_hys,FT I/O Schmitt trigger voltage hysteresis,,90,,,mV,#,confirmed,CH32L103DS0.PDF:zh(p.42)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,f_ADC,ADC clock frequency,,,14,48,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,f_S,Sampling rate,,0.05,,2.4,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,f_TRIG,External trigger frequency,f = 14MHz ADC,,,875,KHz,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,f_TRIG,External trigger frequency,f = 48MHz ADC,,,2.2,MHz,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,g_m,Oscillator transconductance,Startup,,21,,mA/V,#,confirmed,CH32L103DS0.PDF:zh(p.39)+CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,g_m,Oscillator transconductance,Startup,,26,,uA/V,#,confirmed,CH32L103DS0.PDF:zh(p.40)+CH32L103DS0.PDF:en(p.48),CH32L103DS0.PDF
CH32L103;CH32M103,i_2,LSE drive current,V_DD = 3.3V,,0.36,,uA,#,confirmed,CH32L103DS0.PDF:zh(p.40)+CH32L103DS0.PDF:en(p.48),CH32L103DS0.PDF
CH32L103;CH32M103,t_CAL,Calibration time,,,,100,1/fADC,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_CAL,Calibration time,f = 14MHz ADC,,,7.14,us,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_CONV,Total conversion time,f = 14MHz ADC,1,,18,us,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_Iat,Injected trigger conversion latency,,,,2,1/fADC,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_Iat,Injected trigger conversion latency,f = 14MHz ADC,,,0.143,us,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_Iat,Injected trigger conversion latency,f = 48MHz ADC,,,0.042,us,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_Iatr,Regular trigger conversion latency,,,,2,1/fADC,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_Iatr,Regular trigger conversion latency,f = 14MHz ADC,,,0.143,us,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_Iatr,Regular trigger conversion latency,f = 48MHz ADC,,,0.042,us,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_LOCK,PLL lock time,,,80,200,us,#,confirmed,CH32L103DS0.PDF:zh(p.41)+CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,t_RET,Data retention period,T_A = 25℃,20,,,Years,#,reference,CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,t_RET,Data retention period,T_A = 70℃,10,,,Years,#,reference,CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,t_STAB,Power-on time,,,,1,us,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_SU(HSE),Startup time(2),"V stabilization, 8M DD",,1.5,,ms,#,reference,CH32L103DS0.PDF:en(p.47),CH32L103DS0.PDF
CH32L103;CH32M103,t_SU(HSI),HSI oscillator startup stabilization time,,,,8,us,#,reference,CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,t_SU(LSE),Startup time,V stabilization DD,,1000,,ms,#,confirmed,CH32L103DS0.PDF:zh(p.40)+CH32L103DS0.PDF:en(p.48),CH32L103DS0.PDF
CH32L103;CH32M103,t_SU(LSI),LSI oscillator startup stabilization time,,,400,,us,#,confirmed,CH32L103DS0.PDF:zh(p.41)+CH32L103DS0.PDF:en(p.49),CH32L103DS0.PDF
CH32L103;CH32M103,t_VDD,V rising speed DD,,0,,∞,us/V,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,t_VDD,V falling speed DD,,70,,∞,us/V,#,confirmed,CH32L103DS0.PDF:zh(p.32)+CH32L103DS0.PDF:en(p.39),CH32L103DS0.PDF
CH32L103;CH32M103,t_erase_page,Page (256 bytes) erase time,,,6.2,7.5,ms,#,confirmed,CH32L103DS0.PDF:zh(p.41)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,t_erase_sec,Sector (2K bytes) erase time,,,6.2,7.5,ms,#,confirmed,CH32L103DS0.PDF:zh(p.41)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,t_prog_page,Page (256 bytes) programming time,,,2.0,2.5,ms,#,confirmed,CH32L103DS0.PDF:zh(p.41)+CH32L103DS0.PDF:en(p.50),CH32L103DS0.PDF
CH32L103;CH32M103,t_s,Sampling time,,1.5,,239.5,1/fADC,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_s,Sampling time,,,7.5,,1/fADC,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_s,Sampling time,f = 14MHz ADC,0.107,,17.1,us,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32L103;CH32M103,t_s,Sampling time,f = 48MHz ADC,,0.156,,us,#,confirmed,CH32L103DS0.PDF:zh(p.48)+CH32L103DS0.PDF:en(p.57),CH32L103DS0.PDF
CH32M007;CH32V007,ACC_HSI,Accuracy of HSI oscillator (after calibration),"HSI_LP = 0, TA = -10℃~70℃",-2.0,,2.0,%,#,reference,CH32V007DS0.PDF:en(p.50),CH32V007DS0.PDF
CH32M007;CH32V007,ACC_HSI,Accuracy of HSI oscillator (after calibration),"HSI_LP = 0, TA = Table 3-2-1 shows the operating temperature range.",-3.0,,3.0,%,#,reference,CH32V007DS0.PDF:en(p.50),CH32V007DS0.PDF
CH32M007;CH32V007,C_ADC,Internal sample and hold capacitance,,,4,,pF,#,confirmed,CH32V007DS0.PDF:zh(p.41)+CH32V007DS0.PDF:en(p.59),CH32V007DS0.PDF
CH32M007;CH32V007,C_LOAD,Recommended load capacitance and corresponding crystal series impedance R S,R = 60Ω(1) S,,20,,pF,#,confirmed,CH32V007DS0.PDF:zh(p.35)+CH32V007DS0.PDF:en(p.49),CH32V007DS0.PDF
CH32M007;CH32V007,C_in(HSE),XI input capacitance,,,5,,pF,#,reference,CH32V007DS0.PDF:en(p.49),CH32V007DS0.PDF
CH32M007;CH32V007,DuCy_(HSE),Duty cycle,,40,50,60,%,#,reference,CH32V007DS0.PDF:en(p.49),CH32V007DS0.PDF
