family,variant,dma,channel,request_id,request,request_en,note,#,confidence,basis
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,1,,ADC1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,1,,TIM2_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,1,,TIM4_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,1,,TIM5_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,1,,USART4_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,2,,SPI1_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,2,,TIM1_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,2,,TIM2_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,2,,TIM3_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,2,,USART3_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,SPI1_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,TIM1_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,TIM3_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,TIM3_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,TIM5_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,USART3_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,I2C2_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,SPI2_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,TIM1_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,TIM1_COM,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,TIM1_TRIG,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,TIM4_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,USART1_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,I2C2_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,SPI2_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,TIM1_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,TIM2_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,TIM4_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,USART1_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,I2C1_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,TIM1_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,TIM3_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,TIM3_TRIG,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,TIM5_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,USART2_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,I2C1_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,TIM2_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,TIM2_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,TIM4_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,TIM5_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,TIM5_TRIG,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,USART2_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,8,,TIM5_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,8,,USART4_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,1,,ADC1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.150)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,1,,TIM2_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,1,,TIM4_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,2,,SPI1_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,2,,TIM1_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,2,,TIM2_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,2,,TIM3_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,2,,USART3_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,3,,SPI1_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,3,,TIM1_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,3,,TIM3_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,3,,TIM3_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,3,,USART3_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,I2C2_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,SPI/I2S2_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,TIM1_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,TIM1_COM,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,TIM1_TRIG,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,TIM4_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,USART1_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,I2C2_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,SPI/I2S2_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,TIM1_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,TIM2_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,TIM4_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,USART1_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,6,,I2C1_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,6,,TIM1_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,6,,TIM3_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,6,,TIM3_TRIG,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,6,,USART2_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,7,,I2C1_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,7,,TIM2_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,7,,TIM2_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,7,,TIM4_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,7,,USART2_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,1,,SPI/I2S3_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,1,,TIM5_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,1,,TIM5_TRIG,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,1,,TIM8_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,1,,TIM8_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,SPI/I2S3_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,TIM5_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,TIM5_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,TIM8_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,TIM8_COM,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,TIM8_TRIG,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,USART5_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,3,,DAC1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,3,,TIM6_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,3,,TIM8_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,3,,USART4_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,4,,DAC2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,4,,SDIO,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,4,,TIM5_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,4,,TIM7_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,4,,USART5_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,5,,ADC2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,5,,TIM5_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,5,,TIM8_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,5,,USART4_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,6,,TIM10_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,6,,TIM9_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,6,,USART6_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,7,,TIM10_COM,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,7,,TIM10_TRIG,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,7,,TIM9_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,7,,USART6_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,8,,TIM10_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,8,,TIM9_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,8,,USART7_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,9,,TIM10_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,9,,TIM9_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,9,,USART7_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,10,,TIM10_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,10,,TIM9_COM,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,10,,TIM9_TRIG,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,10,,USART8_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,11,,TIM10_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,11,,TIM9_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,11,,USART8_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V407,,DMA1,1,,TIM2_CH3,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,1,,TIM4_CH1,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,2,,SPI1_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,2,,TIM1_CH1,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,2,,TIM2_UP,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,2,,TIM3_CH3,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
