family,type,register,offset,width_bits,count,field,define,kind,of_field,bits,mask,value,description,access,reset,#,confidence,basis
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP10,ADC_SMP10,field,,2:0,0x7,,SMP10[2:0] bits (Channel 10 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP11_0,ADC_SMP11_0,value,SMP11,3,0x8,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP11_1,ADC_SMP11_1,value,SMP11,4,0x10,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP11_2,ADC_SMP11_2,value,SMP11,5,0x20,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP11,ADC_SMP11,field,,5:3,0x38,,SMP11[2:0] bits (Channel 11 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP12_0,ADC_SMP12_0,value,SMP12,6,0x40,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP12_1,ADC_SMP12_1,value,SMP12,7,0x80,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP12_2,ADC_SMP12_2,value,SMP12,8,0x100,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP12,ADC_SMP12,field,,8:6,0x1c0,,SMP12[2:0] bits (Channel 12 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP13_0,ADC_SMP13_0,value,SMP13,9,0x200,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP13_1,ADC_SMP13_1,value,SMP13,10,0x400,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP13_2,ADC_SMP13_2,value,SMP13,11,0x800,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP13,ADC_SMP13,field,,11:9,0xe00,,SMP13[2:0] bits (Channel 13 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP14_0,ADC_SMP14_0,value,SMP14,12,0x1000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP14_1,ADC_SMP14_1,value,SMP14,13,0x2000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP14_2,ADC_SMP14_2,value,SMP14,14,0x4000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP14,ADC_SMP14,field,,14:12,0x7000,,SMP14[2:0] bits (Channel 14 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP15_0,ADC_SMP15_0,value,SMP15,15,0x8000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP15_1,ADC_SMP15_1,value,SMP15,16,0x10000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP15_2,ADC_SMP15_2,value,SMP15,17,0x20000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP15,ADC_SMP15,field,,17:15,0x38000,,SMP15[2:0] bits (Channel 15 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP16_0,ADC_SMP16_0,value,SMP16,18,0x40000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP16_1,ADC_SMP16_1,value,SMP16,19,0x80000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP16_2,ADC_SMP16_2,value,SMP16,20,0x100000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP16,ADC_SMP16,field,,20:18,0x1c0000,,SMP16[2:0] bits (Channel 16 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP17_0,ADC_SMP17_0,value,SMP17,21,0x200000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP17_1,ADC_SMP17_1,value,SMP17,22,0x400000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP17_2,ADC_SMP17_2,value,SMP17,23,0x800000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR1,0x00c,32,1,SMP17,ADC_SMP17,field,,23:21,0xe00000,,SMP17[2:0] bits (Channel 17 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP0_0,ADC_SMP0_0,value,SMP0,0,0x1,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP0_1,ADC_SMP0_1,value,SMP0,1,0x2,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP0_2,ADC_SMP0_2,value,SMP0,2,0x4,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP0,ADC_SMP0,field,,2:0,0x7,,SMP0[2:0] bits (Channel 0 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP1_0,ADC_SMP1_0,value,SMP1,3,0x8,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP1_1,ADC_SMP1_1,value,SMP1,4,0x10,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP1_2,ADC_SMP1_2,value,SMP1,5,0x20,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP1,ADC_SMP1,field,,5:3,0x38,,SMP1[2:0] bits (Channel 1 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP2_0,ADC_SMP2_0,value,SMP2,6,0x40,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP2_1,ADC_SMP2_1,value,SMP2,7,0x80,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP2_2,ADC_SMP2_2,value,SMP2,8,0x100,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP2,ADC_SMP2,field,,8:6,0x1c0,,SMP2[2:0] bits (Channel 2 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP3_0,ADC_SMP3_0,value,SMP3,9,0x200,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP3_1,ADC_SMP3_1,value,SMP3,10,0x400,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP3_2,ADC_SMP3_2,value,SMP3,11,0x800,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP3,ADC_SMP3,field,,11:9,0xe00,,SMP3[2:0] bits (Channel 3 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP4_0,ADC_SMP4_0,value,SMP4,12,0x1000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP4_1,ADC_SMP4_1,value,SMP4,13,0x2000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP4_2,ADC_SMP4_2,value,SMP4,14,0x4000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP4,ADC_SMP4,field,,14:12,0x7000,,SMP4[2:0] bits (Channel 4 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP5_0,ADC_SMP5_0,value,SMP5,15,0x8000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP5_1,ADC_SMP5_1,value,SMP5,16,0x10000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP5_2,ADC_SMP5_2,value,SMP5,17,0x20000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP5,ADC_SMP5,field,,17:15,0x38000,,SMP5[2:0] bits (Channel 5 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP6_0,ADC_SMP6_0,value,SMP6,18,0x40000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP6_1,ADC_SMP6_1,value,SMP6,19,0x80000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP6_2,ADC_SMP6_2,value,SMP6,20,0x100000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP6,ADC_SMP6,field,,20:18,0x1c0000,,SMP6[2:0] bits (Channel 6 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP7_0,ADC_SMP7_0,value,SMP7,21,0x200000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP7_1,ADC_SMP7_1,value,SMP7,22,0x400000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP7_2,ADC_SMP7_2,value,SMP7,23,0x800000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP7,ADC_SMP7,field,,23:21,0xe00000,,SMP7[2:0] bits (Channel 7 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP8_0,ADC_SMP8_0,value,SMP8,24,0x1000000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP8_1,ADC_SMP8_1,value,SMP8,25,0x2000000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP8_2,ADC_SMP8_2,value,SMP8,26,0x4000000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP8,ADC_SMP8,field,,26:24,0x7000000,,SMP8[2:0] bits (Channel 8 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP9_0,ADC_SMP9_0,value,SMP9,27,0x8000000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP9_1,ADC_SMP9_1,value,SMP9,28,0x10000000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP9_2,ADC_SMP9_2,value,SMP9,29,0x20000000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,SAMPTR2,0x010,32,1,SMP9,ADC_SMP9,field,,29:27,0x38000000,,SMP9[2:0] bits (Channel 9 Sample time selection),,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,IOFR1,0x014,32,1,JOFFSET1,ADC_JOFFSET1,field,,11:0,0xfff,,Data offset for injected channel 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,IOFR2,0x018,32,1,JOFFSET2,ADC_JOFFSET2,field,,11:0,0xfff,,Data offset for injected channel 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,IOFR3,0x01c,32,1,JOFFSET3,ADC_JOFFSET3,field,,11:0,0xfff,,Data offset for injected channel 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,IOFR4,0x020,32,1,JOFFSET4,ADC_JOFFSET4,field,,11:0,0xfff,,Data offset for injected channel 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,WDHTR,0x024,32,1,HT,ADC_HT,field,,11:0,0xfff,,Analog watchdog high threshold,RW,4095,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,WDLTR,0x028,32,1,LT,ADC_LT,field,,11:0,0xfff,,Analog watchdog low threshold,RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ13_0,ADC_SQ13_0,value,SQ13,0,0x1,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ13_1,ADC_SQ13_1,value,SQ13,1,0x2,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ13_2,ADC_SQ13_2,value,SQ13,2,0x4,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ13_3,ADC_SQ13_3,value,SQ13,3,0x8,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ13_4,ADC_SQ13_4,value,SQ13,4,0x10,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ13,ADC_SQ13,field,,4:0,0x1f,,SQ13[4:0] bits (13th conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ14_0,ADC_SQ14_0,value,SQ14,5,0x20,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ14_1,ADC_SQ14_1,value,SQ14,6,0x40,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ14_2,ADC_SQ14_2,value,SQ14,7,0x80,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ14_3,ADC_SQ14_3,value,SQ14,8,0x100,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ14_4,ADC_SQ14_4,value,SQ14,9,0x200,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ14,ADC_SQ14,field,,9:5,0x3e0,,SQ14[4:0] bits (14th conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ15_0,ADC_SQ15_0,value,SQ15,10,0x400,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ15_1,ADC_SQ15_1,value,SQ15,11,0x800,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ15_2,ADC_SQ15_2,value,SQ15,12,0x1000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ15_3,ADC_SQ15_3,value,SQ15,13,0x2000,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ15_4,ADC_SQ15_4,value,SQ15,14,0x4000,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ15,ADC_SQ15,field,,14:10,0x7c00,,SQ15[4:0] bits (15th conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ16_0,ADC_SQ16_0,value,SQ16,15,0x8000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ16_1,ADC_SQ16_1,value,SQ16,16,0x10000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ16_2,ADC_SQ16_2,value,SQ16,17,0x20000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ16_3,ADC_SQ16_3,value,SQ16,18,0x40000,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ16_4,ADC_SQ16_4,value,SQ16,19,0x80000,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,SQ16,ADC_SQ16,field,,19:15,0xf8000,,SQ16[4:0] bits (16th conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR1,0x02c,32,1,L_0,ADC_L_0,value,L,20,0x100000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,L_1,ADC_L_1,value,L,21,0x200000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,L_2,ADC_L_2,value,L,22,0x400000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,L_3,ADC_L_3,value,L,23,0x800000,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR1,0x02c,32,1,L,ADC_L,field,,23:20,0xf00000,,L[3:0] bits (Regular channel sequence length),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR2,0x030,32,1,SQ7_0,ADC_SQ7_0,value,SQ7,0,0x1,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ7_1,ADC_SQ7_1,value,SQ7,1,0x2,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ7_2,ADC_SQ7_2,value,SQ7,2,0x4,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ7_3,ADC_SQ7_3,value,SQ7,3,0x8,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ7_4,ADC_SQ7_4,value,SQ7,4,0x10,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ7,ADC_SQ7,field,,4:0,0x1f,,SQ7[4:0] bits (7th conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR2,0x030,32,1,SQ8_0,ADC_SQ8_0,value,SQ8,5,0x20,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ8_1,ADC_SQ8_1,value,SQ8,6,0x40,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ8_2,ADC_SQ8_2,value,SQ8,7,0x80,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ8_3,ADC_SQ8_3,value,SQ8,8,0x100,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ8_4,ADC_SQ8_4,value,SQ8,9,0x200,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ8,ADC_SQ8,field,,9:5,0x3e0,,SQ8[4:0] bits (8th conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR2,0x030,32,1,SQ9_0,ADC_SQ9_0,value,SQ9,10,0x400,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ9_1,ADC_SQ9_1,value,SQ9,11,0x800,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ9_2,ADC_SQ9_2,value,SQ9,12,0x1000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ9_3,ADC_SQ9_3,value,SQ9,13,0x2000,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ9_4,ADC_SQ9_4,value,SQ9,14,0x4000,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ9,ADC_SQ9,field,,14:10,0x7c00,,SQ9[4:0] bits (9th conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR2,0x030,32,1,SQ10_0,ADC_SQ10_0,value,SQ10,15,0x8000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ10_1,ADC_SQ10_1,value,SQ10,16,0x10000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ10_2,ADC_SQ10_2,value,SQ10,17,0x20000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ10_3,ADC_SQ10_3,value,SQ10,18,0x40000,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ10_4,ADC_SQ10_4,value,SQ10,19,0x80000,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ10,ADC_SQ10,field,,19:15,0xf8000,,SQ10[4:0] bits (10th conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR2,0x030,32,1,SQ11_0,ADC_SQ11_0,value,SQ11,20,0x100000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ11_1,ADC_SQ11_1,value,SQ11,21,0x200000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ11_2,ADC_SQ11_2,value,SQ11,22,0x400000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ11_3,ADC_SQ11_3,value,SQ11,23,0x800000,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ11_4,ADC_SQ11_4,value,SQ11,24,0x1000000,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ11,ADC_SQ11,field,,24:20,0x1f00000,,SQ11[4:0] bits (11th conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR2,0x030,32,1,SQ12_0,ADC_SQ12_0,value,SQ12,25,0x2000000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ12_1,ADC_SQ12_1,value,SQ12,26,0x4000000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ12_2,ADC_SQ12_2,value,SQ12,27,0x8000000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ12_3,ADC_SQ12_3,value,SQ12,28,0x10000000,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ12_4,ADC_SQ12_4,value,SQ12,29,0x20000000,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR2,0x030,32,1,SQ12,ADC_SQ12,field,,29:25,0x3e000000,,SQ12[4:0] bits (12th conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR3,0x034,32,1,SQ1_0,ADC_SQ1_0,value,SQ1,0,0x1,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ1_1,ADC_SQ1_1,value,SQ1,1,0x2,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ1_2,ADC_SQ1_2,value,SQ1,2,0x4,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ1_3,ADC_SQ1_3,value,SQ1,3,0x8,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ1_4,ADC_SQ1_4,value,SQ1,4,0x10,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ1,ADC_SQ1,field,,4:0,0x1f,,SQ1[4:0] bits (1st conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR3,0x034,32,1,SQ2_0,ADC_SQ2_0,value,SQ2,5,0x20,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ2_1,ADC_SQ2_1,value,SQ2,6,0x40,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ2_2,ADC_SQ2_2,value,SQ2,7,0x80,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ2_3,ADC_SQ2_3,value,SQ2,8,0x100,8,Bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ2_4,ADC_SQ2_4,value,SQ2,9,0x200,16,Bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ2,ADC_SQ2,field,,9:5,0x3e0,,SQ2[4:0] bits (2nd conversion in regular sequence),RW,0,#,confirmed,evt(ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC,RSQR3,0x034,32,1,SQ3_0,ADC_SQ3_0,value,SQ3,10,0x400,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ3_1,ADC_SQ3_1,value,SQ3,11,0x800,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ3_2,ADC_SQ3_2,value,SQ3,12,0x1000,4,Bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,ADC,RSQR3,0x034,32,1,SQ3_3,ADC_SQ3_3,value,SQ3,13,0x2000,8,Bit 3,,,#,reference,evt(ch32v10x.h)
