part_number,series,family,capability,qualifier,stated,count,value,attribute,#,confidence,basis
CH32V203F6P6,CH32V203,CH32V20x,usart,,count,1,1,communication_interface_usart_uart,#,confirmed,products:zh+products:en
CH32V203F6P6,CH32V203,CH32V20x,usb-fs,usbd,count,1,1,communication_interface_usb_fs_usbd,#,confirmed,products:zh+products:en
CH32V203F6P6,CH32V203,CH32V20x,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V203F6P6,CH32V203,CH32V20x,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,adc-channel,with-tkey-per-unit,text,,9@2,adc_tkey_channel_unitcount,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,clock,,text,,Max: 144MHz,cpu_clock_speed,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,i2c,,count,1,1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,opa-cmp,,count,2,2,opa_cmp,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,spi,,count,1,1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,timer-advanced,16bit,text,,1(3),timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,timer-general,16bit,text,,3(3),timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,usart,,count,2,2,communication_interface_usart_uart,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,usb-fs,usbhd,count,1,1,communication_interface_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V203F8P6,CH32V203,CH32V20x,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,adc-channel,with-tkey-per-unit,text,,9@2,adc_tkey_channel_unitcount,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,clock,,text,,Max: 144MHz,cpu_clock_speed,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,i2c,,count,1,1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,opa-cmp,,count,2,2,opa_cmp,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,spi,,count,1,1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,timer-advanced,16bit,text,,1(3),timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,timer-general,16bit,text,,3(3),timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,usart,,count,2,2,communication_interface_usart_uart,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,usb-fs,usbhd,count,1,1,communication_interface_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V203F8U6,CH32V203,CH32V20x,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,adc-channel,with-tkey-per-unit,text,,10@2,adc_tkey_channel_unitcount,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,can,,count,1,1,communication_interface_can,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,clock,,text,,Max: 144MHz,cpu_clock_speed,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,i2c,,count,1,1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,opa-cmp,,count,2,2,opa_cmp,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,spi,,count,1,1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,timer-advanced,16bit,text,,1(3),timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,timer-general,16bit,count,3,3,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,usart,,count,2,2,communication_interface_usart_uart,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,usb-fs,usbd,count,1,1,communication_interface_usb_fs_usbd,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V203G6U6,CH32V203,CH32V20x,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,adc-channel,with-tkey-per-unit,text,,10@2,adc_tkey_channel_unitcount,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,can,,count,1,1,communication_interface_can,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,clock,,text,,Max: 144MHz,cpu_clock_speed,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,i2c,,count,1,1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,opa-cmp,,count,2,2,opa_cmp,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,spi,,count,1,1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,timer-advanced,16bit,text,,1(3),timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,timer-general,16bit,count,3,3,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,usart,,count,2,2,communication_interface_usart_uart,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,usb-fs,usbd,count,1,1,communication_interface_usb_fs_usbd,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,usb-fs,usbhd,count,1,1,communication_interface_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V203G8R6,CH32V203,CH32V20x,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,adc-channel,with-tkey-per-unit,text,,10@2,adc_tkey_channel_unitcount,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,can,,count,1,1,communication_interface_can,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,clock,,text,,Max: 144MHz,cpu_clock_speed,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,i2c,,count,1,1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,opa-cmp,,count,2,2,opa_cmp,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,spi,,count,1,1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,timer-advanced,16bit,count,1,1,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,timer-general,16bit,count,3,3,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,usart,,count,2,2,communication_interface_usart_uart,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,usb-fs,usbd,count,1,1,communication_interface_usb_fs_usbd,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V203K8T6,CH32V203,CH32V20x,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,adc-channel,with-tkey-per-unit,text,,10@2,adc_tkey_channel_unitcount,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,can,,count,1,1,communication_interface_can,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,clock,,text,,Max: 144MHz,cpu_clock_speed,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,i2c,,count,1,1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,opa-cmp,,count,2,2,opa_cmp,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,spi,,count,1,1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,timer-advanced,16bit,count,1,1,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,timer-general,16bit,count,3,3,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,usart,,count,2,2,communication_interface_usart_uart,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,usb-fs,usbd,count,1,1,communication_interface_usb_fs_usbd,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,usb-fs,usbhd,count,1,1,communication_interface_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V203K8U7,CH32V203,CH32V20x,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,adc-channel,with-tkey-per-unit,text,,16@1,adc_tkey_channel_unitcount,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,can,,count,1,1,communication_interface_can,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,clock,,text,,Max: 144MHz,cpu_clock_speed,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,ethernet,,text,,10M,communication_interface_ethernet,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,i2c,,count,2,2,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,opa-cmp,,count,2,2,opa_cmp,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,spi,,count,2,2,communication_interface_spi,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,timer-advanced,16bit,count,1,1,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,timer-general,16bit,count,3,3,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,timer-general,32bit,count,1,1,timer_general_purpose_32_bit,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,usart,,count,4,4,communication_interface_usart_uart,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,usb-fs,usbd,count,1,1,communication_interface_usb_fs_usbd,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,usb-fs,usbhd,count,1,1,communication_interface_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V203RBT6,CH32V203,CH32V20x,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,adc-channel,,text,,16+3,adc,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,can,,count,1,1,can,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,clock,,text,,40MHz@Zero-wait; Max: 192MHz@Non-zero wait,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,cmp,,count,2,2,cmp,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,i2c,,count,2,2,i2c,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,opa,,count,2,2,opa,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,pioc,,count,1,1,pioc,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,qspi,,count,1,1,qspi,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,rtc,,marker,,√,rtc,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,spi,,count,2,2,spi,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,systick,32bit,marker,,√,timer_systick_32_bit,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,timer-general,tim2-3-16bit,count,2,2,timer_general_purpose_tim2_3_16_bit,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,timer-general,tim4-32bit,count,1,1,timer_general_purpose_tim4_32_bit,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,tkey-channel,,count,16,16,tkey,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,usart,,count,8,8,usart,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,usb-fs,,count,1,1,pdusb_usbfs,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,usb-hs,,count,1,1,pdusb_usbhs,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,usb-pd,,count,1,1,pdusb_usb_pd_type_c,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V205CCT6,CH32V205,CH32V205,watchdog,,text,,2(WWDG+IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,adc-channel,,text,,16+3,adc,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,can,,count,1,1,can,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,clock,,text,,40MHz@Zero-wait; Max: 192MHz@Non-zero wait,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,cmp,,count,2,2,cmp,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,i2c,,count,2,2,i2c,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,opa,,count,2,2,opa,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,pioc,,count,1,1,pioc,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,qspi,,count,1,1,qspi,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,rtc,,marker,,√,rtc,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,spi,,count,2,2,spi,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,systick,32bit,marker,,√,timer_systick_32_bit,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,timer-general,tim2-3-16bit,count,2,2,timer_general_purpose_tim2_3_16_bit,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,timer-general,tim4-32bit,count,1,1,timer_general_purpose_tim4_32_bit,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,tkey-channel,,count,16,16,tkey,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,usart,,count,8,8,usart,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,usb-fs,,count,1,1,pdusb_usbfs,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,usb-hs,,count,1,1,pdusb_usbhs,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,usb-pd,,count,1,1,pdusb_usb_pd_type_c,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V205RCT6,CH32V205,CH32V205,watchdog,,text,,2(WWDG+IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,adc-channel,,text,,16+3,adc,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,can,,count,1,1,can,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,clock,,text,,40MHz@Zero-wait; Max: 192MHz@Non-zero wait,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,cmp,,count,2,2,cmp,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,fsmc,,count,1,1,fsmc,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,i2c,,count,2,2,i2c,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,opa,,count,2,2,opa,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,pioc,,count,1,1,pioc,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,qspi,,count,1,1,qspi,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,rtc,,marker,,√,rtc,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,spi,,count,2,2,spi,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,systick,32bit,marker,,√,timer_systick_32_bit,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,timer-general,tim2-3-16bit,count,2,2,timer_general_purpose_tim2_3_16_bit,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,timer-general,tim4-32bit,count,1,1,timer_general_purpose_tim4_32_bit,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,tkey-channel,,count,16,16,tkey,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,usart,,count,8,8,usart,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,usb-fs,,count,1,1,pdusb_usbfs,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,usb-hs,,count,1,1,pdusb_usbhs,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,usb-pd,,count,1,1,pdusb_usb_pd_type_c,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V205VCT6,CH32V205,CH32V205,watchdog,,text,,2(WWDG+IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,adc-channel,with-tkey-per-unit,text,,10@1,adc_tkey_channel_unit_count,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,ble,,marker,,supported,communication_interfaces_ble_5_3,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,can,,count,1,1,communication_interfaces_can,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,clock,,text,,Max: 144MHz,cpu_clock_speed,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,i2c,,count,2,2,communication_interfaces_i2c,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,opa,,count,2,2,opa,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,spi,,count,2,2,communication_interfaces_spi,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,systick,64bit,marker,,Supported,timer_systick_64_bits,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,timer-advanced,16bit,count,1,1,timer_advanced_control_16_bits,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,timer-general,16bit,count,3,3,timer_general_purpose_16_bits,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,timer-general,32bit,count,1,1,timer_general_purpose_32_bits,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,usart,,count,4,4,communication_interfaces_usart_uart,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,usb-fs,usbd,count,1,1,communication_interfaces_usb_fs_usbd,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,usb-fs,usbhd,count,1,1,communication_interfaces_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V208CBU6,CH32V208,CH32V20x,watchdog,,count,2,2,timer_watchdog,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,adc-channel,with-tkey-per-unit,text,,8@1,adc_tkey_channel_unit_count,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,ble,,marker,,supported,communication_interfaces_ble_5_3,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,can,,count,1,1,communication_interfaces_can,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,clock,,text,,Max: 144MHz,cpu_clock_speed,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,ethernet,,text,,10M,communication_interfaces_ethernet,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,i2c,,count,1,1,communication_interfaces_i2c,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,opa,,text,,OPA2,opa,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,spi,,count,1,1,communication_interfaces_spi,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,systick,64bit,marker,,Supported,timer_systick_64_bits,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,timer-advanced,16bit,count,1,1,timer_advanced_control_16_bits,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,timer-general,16bit,count,3,3,timer_general_purpose_16_bits,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,timer-general,32bit,count,1,1,timer_general_purpose_32_bits,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,usart,,count,2,2,communication_interfaces_usart_uart,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,usb-fs,usbd,count,1,1,communication_interfaces_usb_fs_usbd,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,usb-fs,usbhd,count,1,1,communication_interfaces_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32V208GBU6,CH32V208,CH32V20x,watchdog,,count,2,2,timer_watchdog,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,adc-channel,with-tkey-per-unit,text,,16@1,adc_tkey_channel_unit_count,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,ble,,marker,,supported,communication_interfaces_ble_5_3,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,can,,count,1,1,communication_interfaces_can,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,clock,,text,,Max: 144MHz,cpu_clock_speed,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,ethernet,,text,,10M,communication_interfaces_ethernet,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,i2c,,count,2,2,communication_interfaces_i2c,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,opa,,count,2,2,opa,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,spi,,count,2,2,communication_interfaces_spi,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,systick,64bit,marker,,Supported,timer_systick_64_bits,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,timer-advanced,16bit,count,1,1,timer_advanced_control_16_bits,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,timer-general,16bit,count,3,3,timer_general_purpose_16_bits,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,timer-general,32bit,count,1,1,timer_general_purpose_32_bits,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,usart,,count,4,4,communication_interfaces_usart_uart,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,usb-fs,usbd,count,1,1,communication_interfaces_usb_fs_usbd,#,confirmed,products:zh+products:en
CH32V208RBT6,CH32V208,CH32V20x,usb-fs,usbhd,count,1,1,communication_interfaces_usb_fs_usbhd,#,confirmed,products:zh+products:en
